ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment
252,Yir Yoront,Australia,AUS,yiy,Extinct
2713,Yoba,Papua New Guinea,PNG,zgr,Extinct
2579,Yoki,Indonesia,IDN,wor,Severely endangered
1601,Yola,Ireland,IRL,,Extinct
1972,Yonaguni,Japan,JPN,yoi,Severely endangered
2404,Younuo Bunu,China,CHN,buh,Definitely endangered
1752,Yucatec,Belize,BLZ,yua,Definitely endangered
902,Yuchi,United States of America,USA,yuc,Critically endangered
2018,Yucuna,Colombia,COL,ycn,Definitely endangered
1237,Yudja,Brazil,BRA,jur,Vulnerable
509,Yug,Russian Federation,RUS,"yug, yuu",Extinct
1858,Yuhup (Brazil),Brazil,BRA,yab,Vulnerable
2001,Yuhup (Colombia),Colombia,COL,yab,Definitely endangered
666,Yuki,Bolivia (Plurinational State of),BOL,yuq,Severely endangered
849,Yuki,United States of America,USA,yuk,Extinct
326,Yukpa,Venezuela (Bolivarian Republic of),VEN,"yup, jru",Vulnerable
1739,Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan","CAF, ZAI, SDN",yul,Vulnerable
667,YuracarÃ©,Bolivia (Plurinational State of),BOL,yuz,Definitely endangered
510,Yurats,Russian Federation,RUS,,Extinct
775,Yurok,United States of America,USA,yur,Critically endangered
1333,Yurt Tatar,Russian Federation,RUS,,Definitely endangered
610,YurutÃ­ (Brazil),Brazil,BRA,yui,Extinct
2015,YurutÃ­ (Colombia),Colombia,COL,yui,Definitely endangered
2260,Zaiwa,"China, India","CHN, IND",zkr,Definitely endangered
2716,Zangskari,"India, Pakistan","IND, PAK",zau,Definitely endangered
564,Zaozou,China,CHN,zal,Vulnerable
668,Zaparo,"Ecuador, Peru","ECU, PER",zro,Critically endangered
944,Zapotec of AsunciÃ³n Tlacolulita,Mexico,MEX,zpk,Critically endangered
942,Zapotec of Mixtepe,Mexico,MEX,zpm,Critically endangered
954,Zapotec of Petapa,Mexico,MEX,zpe,Definitely endangered
951,Zapotec of San Antonino el Alto,Mexico,MEX,,Definitely endangered
945,Zapotec of San Bartolo Yautepec,Mexico,MEX,zpb,Severely endangered
943,Zapotec of San Felipe Tejalapan,Mexico,MEX,ztt,Critically endangered
950,"Zapotec of the Southern mountains, eastern lowlands",Mexico,MEX,,Definitely endangered
953,"Zapotec of the Southern mountains, northeast",Mexico,MEX,,Definitely endangered
948,"Zapotec of the Southern mountains, northwest lowlands",Mexico,MEX,,Definitely endangered
947,Zapotec of the Valleys north,Mexico,MEX,,Severely endangered
946,"Zapotec of the Valleys, central",Mexico,MEX,,Severely endangered
955,"Zapotec of the Valleys, middle northwest",Mexico,MEX,,Definitely endangered
949,"Zapotec of the Valleys, west",Mexico,MEX,,Definitely endangered
952,Zapotec of ZimatlÃ¡n de Ãlvarezi,Mexico,MEX,,Definitely endangered
122,Zaramo,United Republic of Tanzania,TZA,zaj,Definitely endangered
84,Zay,Ethiopia,ETH,zwa,Severely endangered
1985,Zazaki,Turkey,TUR,zza,Vulnerable
2637,Zazao,Solomon Islands,SLB,jaj,Critically endangered
21,Zeem,Nigeria,NGA,zua,Extinct
1150,Zeme,India,IND,nzm,Vulnerable
717,Zenaga (Mauritania),Mauritania,MRT,zen,Severely endangered
2190,Zenaga (Western Sahara),Western Sahara,ESH,zen,Critically endangered
2180,Zenatiya,Algeria,DZA,,Critically endangered
2438,Zhaba,China,CHN,zhb,Vulnerable
2177,Zidgali,Oman,OMN,,Critically endangered
1641,Zirenkel,Chad,TCD,zrn,Definitely endangered
1705,Zo'Ã©,Brazil,BRA,pto,Vulnerable
1626,ZorÃ³,Brazil,BRA,gvo,Vulnerable
45,Zumaya,Cameroon,CMR,zuy,Critically endangered
880,Zuni,United States of America,USA,zun,Vulnerable
131,|'Auni,South Africa,ZAF,ngh,Extinct
1376,|Gui,Botswana,BWA,gwj,Vulnerable
1406,|Xaise,Botswana,BWA,shg,Critically endangered
136,|Xam,South Africa,ZAF,xam,Extinct
1396,ÇAnin,Botswana,BWA,hnh,Definitely endangered
1377,ÇGanai,Botswana,BWA,gnk,Vulnerable
1443,ÇKu Ç'ebl,South Africa,ZAF,kqu,Extinct
1445,ÇKx'aut,South Africa,ZAF,,Extinct
130,ÇXegwit,South Africa,ZAF,xeg,Extinct
1401,Ç‚Hoa,Botswana,BWA,huc,Critically endangered
